date,country,D,H,I,M,S
2022-04-25,Japan,4,18,5,88,7
2022-04-26,Italy,1,7,4,44,1
2022-04-26,Japan,4,17,4,89,8
2022-04-27,Italy,1,7,5,43,1
2022-04-27,Japan,4,16,6,88,8
2022-04-28,Italy,1,7,5,42,2
2022-04-28,Japan,4,15,7,88,8
2022-04-29,Italy,1,8,5,41,2
2022-04-29,Japan,4,16,7,87,8
2022-04-30,Italy,1,10,5,39,2
2022-04-30,Japan,4,15,8,90,5
2022-05-01,Italy,1,9,4,40,3
2022-05-01,Japan,4,17,8,89,4
2022-05-02,Italy,1,7,5,41,3
2022-05-02,Japan,4,17,5,91,5
2022-05-03,Italy,1,5,6,42,3
2022-05-03,Japan,4,15,6,92,5
2022-05-04,Italy,1,6,7,40,3
2022-05-04,Japan,4,14,8,91,5
2022-05-05,Italy,1,6,8,39,3
2022-05-05,Japan,4,13,6,92,7
2022-05-06,Italy,1,8,6,37,5
2022-05-06,Japan,4,18,5,88,7
2022-05-07,Italy,1,7,5,37,7
2022-05-07,Japan,4,16,8,88,6
2022-05-08,Italy,1,8,4,36,8
2022-05-08,Japan,4,18,8,86,6
2022-05-09,Italy,1,9,3,36,8
2022-05-09,Japan,4,16,8,87,7
2022-05-10,Italy,1,7,4,36,9
2022-05-10,Japan,4,16,8,86,8
2022-05-11,Italy,1,6,5,36,9
2022-05-11,Japan,4,14,11,87,6
2022-05-12,Italy,1,6,6,34,10
2022-05-12,Japan,4,14,10,88,6
2022-05-13,Italy,1,6,6,35,9
2022-05-13,Japan,4,11,11,90,6
2022-05-14,Italy,1,6,6,35,9
2022-05-14,Japan,4,13,9,88,8
2022-05-15,Italy,1,5,5,36,10
2022-05-15,Japan,4,13,9,87,9
2022-05-16,Italy,1,5,4,37,10
2022-05-16,Japan,4,14,6,88,10
2022-05-17,Italy,1,5,3,36,12
2022-05-17,Japan,4,15,6,86,11
2022-05-18,Italy,1,3,4,38,11
2022-05-18,Japan,4,14,4,88,12
2022-05-19,Italy,1,4,4,37,11
2022-05-19,Japan,4,14,5,87,12
2022-05-20,Italy,1,5,3,37,11
2022-05-20,Japan,4,15,5,87,11
2022-05-21,Italy,1,5,3,39,9
2022-05-21,Japan,4,17,6,84,11
2022-05-22,Italy,1,6,2,40,8
2022-05-22,Japan,4,17,4,85,12
2022-05-23,Italy,1,5,1,42,8
2022-05-23,Japan,4,16,4,87,11
2022-05-24,Italy,1,5,1,42,8
2022-05-24,Japan,4,15,4,89,10
2022-05-25,Italy,1,5,1,43,7
2022-05-25,Japan,4,15,4,90,9
2022-05-26,Italy,1,5,1,43,7
2022-05-26,Japan,4,17,3,89,9
2022-05-27,Italy,1,5,1,44,6
2022-05-27,Japan,4,15,6,88,9
2022-05-28,Italy,1,4,1,45,6
2022-05-28,Japan,4,15,5,89,9
2022-05-29,Italy,1,5,1,44,6
2022-05-29,Japan,4,18,5,88,7
2022-05-30,Italy,1,5,2,44,5
2022-05-30,Japan,4,20,4,87,7
2022-05-31,Italy,1,4,3,45,4
2022-05-31,Japan,4,18,6,88,6
2022-06-01,Italy,1,3,4,47,2
2022-06-01,Japan,4,18,4,91,5
2022-06-02,Italy,1,2,4,48,2
2022-06-02,Japan,4,17,5,92,4
2022-06-03,Italy,1,3,4,47,2
2022-06-03,Japan,4,15,6,93,4
2022-06-04,Italy,1,3,3,47,3
2022-06-04,Japan,4,12,10,93,3
2022-06-05,Italy,1,2,3,47,4
2022-06-05,Japan,4,10,10,95,3
2022-06-06,Italy,1,2,2,48,4
2022-06-06,Japan,4,7,12,97,2
2022-06-07,Italy,1,1,2,50,3
2022-06-07,Japan,4,7,11,98,2
2022-06-08,Italy,1,1,2,50,3
2022-06-08,Japan,4,6,10,100,2
2022-06-09,Italy,1,1,2,50,3
2022-06-09,Japan,4,8,6,100,4
2022-06-10,Italy,1,1,1,50,4
2022-06-10,Japan,4,9,5,99,5
2022-06-11,Italy,1,1,1,50,4
2022-06-11,Japan,4,9,3,100,6
2022-06-12,Italy,1,1,0,51,4
2022-06-12,Japan,4,5,8,99,6
2022-06-13,Italy,1,2,0,50,4
2022-06-13,Japan,4,5,7,100,6
2022-06-14,Italy,1,2,0,50,4
2022-06-14,Japan,4,4,8,101,5
2022-06-15,Italy,1,3,0,49,4
2022-06-15,Japan,4,4,7,102,5
2022-06-16,Italy,1,3,0,49,4
2022-06-16,Japan,4,5,6,103,4
2022-06-17,Italy,1,3,0,49,4
2022-06-17,Japan,4,5,1,105,7
2022-06-18,Italy,1,3,0,49,4
2022-06-18,Japan,4,5,1,105,7
2022-06-19,Italy,1,3,0,50,3
2022-06-19,Japan,4,6,0,105,7
2022-06-20,Italy,1,3,0,51,2
2022-06-20,Japan,4,5,1,105,7
2022-06-21,Italy,1,3,0,52,1
2022-06-21,Japan,4,5,1,105,7
2022-06-22,Italy,1,3,0,52,1
2022-06-22,Japan,4,4,2,105,7
2022-06-23,Italy,1,2,1,52,1
2022-06-23,Japan,4,3,3,105,7
2022-06-24,Italy,1,3,1,51,1
2022-06-24,Japan,4,2,4,107,5
2022-06-25,Italy,1,3,1,52,0
2022-06-25,Japan,4,1,4,108,5
2022-06-26,Italy,1,3,1,52,0
2022-06-26,Japan,4,2,4,108,4
2022-06-27,Italy,1,3,1,52,0
2022-06-27,Japan,4,2,3,109,4
2022-06-28,Italy,1,2,1,53,0
2022-06-28,Japan,4,2,2,109,5
2022-06-29,Italy,1,1,2,53,0
2022-06-29,Japan,4,2,1,110,5
2022-06-30,Italy,1,1,2,53,0
2022-06-30,Japan,4,2,0,110,6
2022-07-01,Italy,1,1,2,53,0
2022-07-01,Japan,4,2,0,110,6
2022-07-02,Italy,1,1,2,53,0
2022-07-02,Japan,4,1,1,113,3
2022-07-03,Italy,1,1,1,54,0
2022-07-03,Japan,4,1,1,113,3
2022-07-04,Italy,1,1,0,54,1
2022-07-04,Japan,4,1,1,113,3
2022-07-05,Italy,1,2,0,53,1
2022-07-05,Japan,4,1,1,113,3
2022-07-06,Italy,1,2,0,53,1
2022-07-06,Japan,4,1,1,113,3
2022-07-07,Italy,1,2,0,53,1
2022-07-07,Japan,4,1,0,113,4
2022-07-08,Italy,1,0,2,53,1
2022-07-08,Japan,4,1,0,113,4
2022-07-09,Italy,1,0,2,53,1
2022-07-09,Japan,4,1,0,113,4
2022-07-10,Italy,1,0,2,53,1
2022-07-10,Japan,4,1,0,114,3
2022-07-11,Italy,1,1,2,52,1
2022-07-11,Japan,4,1,0,114,3
2022-07-12,Italy,1,2,2,51,1
2022-07-12,Japan,4,2,0,113,3
2022-07-13,Italy,1,2,0,52,2
2022-07-13,Japan,4,3,0,113,2
2022-07-14,Italy,1,2,0,52,2
2022-07-14,Japan,4,3,1,112,2
2022-07-15,Italy,1,2,0,52,2
2022-07-15,Japan,4,3,1,113,1
2022-07-16,Italy,1,2,0,52,2
2022-07-16,Japan,4,3,1,113,1
2022-07-17,Italy,1,2,0,52,2
2022-07-17,Japan,4,2,2,113,1
2022-07-18,Italy,1,1,1,52,2
2022-07-18,Japan,4,2,2,113,1
2022-07-19,Italy,1,1,1,53,1
2022-07-19,Japan,4,1,2,113,2
2022-07-20,Italy,1,1,1,53,1
2022-07-20,Japan,4,1,2,113,2
2022-07-21,Italy,1,1,1,53,1
2022-07-21,Japan,4,0,3,113,2
2022-07-22,Italy,1,1,1,53,1
2022-07-22,Japan,4,1,2,114,1
2022-07-23,Italy,1,1,0,54,1
2022-07-23,Japan,4,1,2,114,1
2022-07-24,Italy,1,2,0,53,1
2022-07-24,Japan,4,1,1,114,2
2022-07-25,Italy,1,3,0,52,1
2022-07-25,Japan,4,1,1,114,2
2022-07-26,Italy,1,3,0,52,1
2022-07-26,Japan,4,0,1,115,2
2022-07-27,Italy,1,2,1,52,1
2022-07-27,Japan,4,0,1,115,2
2022-07-28,Italy,1,3,1,52,0
2022-07-28,Japan,4,1,1,114,2
2022-07-29,Italy,1,3,1,52,0
2022-07-29,Japan,4,0,2,114,2
2022-07-30,Italy,1,2,2,52,0
2022-07-30,Japan,4,0,2,114,2
2022-07-31,Italy,1,2,2,52,0
2022-07-31,Japan,4,0,1,114,3
2022-08-01,Italy,1,53,1,1,1
2022-08-01,Japan,4,114,0,3,1
